[2024-12-18 20:24:39] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-18 20:24:39] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-18 20:24:39] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-18 20:24:43] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-18 20:24:43] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-18 20:24:43] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-18 20:24:43] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479\
[2024-12-18 20:24:43] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/peliculas_copauyuni/
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/cartelera.jpg
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/6763307c1aa12-EeKdt2.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/uploads/2024/12/cartelera.jpg
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:28:44] [class-ss-page.php:119] Checking Content Identical:598e38aab87b47279c09ef59c80e709500d7754e===. Value: FALSE
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-includes/blocks/cover/style.min.css
[2024-12-18 20:28:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 656
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/6763307c31618-x5wUNB.tmp
[2024-12-18 20:28:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-includes/blocks/cover/style.min.css?simply_static_page=638
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-includes/blocks/cover/style.min.css?simply_static_page=638
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:103] Filesize: 18483 bytes
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/blocks/cover/style.min.css
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/6763307c31618-x5wUNB.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-includes/blocks/cover/style.min.css
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:28:44] [class-ss-page.php:119] Checking Content Identical:ccfb7af42aa2a6c835fe114841124074d139e257===. Value: FALSE
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/13
[2024-12-18 20:28:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 656
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/13
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/15
[2024-12-18 20:28:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 656
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/15
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/gutenify/core/dist/blocks/advance-slider/view-script.js
[2024-12-18 20:28:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 656
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/6763307c64caf-ctV6XB.tmp
[2024-12-18 20:28:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/gutenify/core/dist/blocks/advance-slider/view-script.js?simply_static_page=641
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/gutenify/core/dist/blocks/advance-slider/view-script.js?simply_static_page=641
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:103] Filesize: 1924 bytes
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/gutenify/core/dist/blocks/advance-slider/view-script.js
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/6763307c64caf-ctV6XB.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/gutenify/core/dist/blocks/advance-slider/view-script.js
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:28:44] [class-ss-page.php:119] Checking Content Identical:6c6a9b1765896f6148cef04cdc5ec041c266b6dd===. Value: FALSE
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/gutenify/core/dist/blocks/advance-slider/style-index.css
[2024-12-18 20:28:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 656
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/6763307c8481c-NV9pU0.tmp
[2024-12-18 20:28:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/gutenify/core/dist/blocks/advance-slider/style-index.css?simply_static_page=642
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/gutenify/core/dist/blocks/advance-slider/style-index.css?simply_static_page=642
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:103] Filesize: 8103 bytes
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/gutenify/core/dist/blocks/advance-slider/style-index.css
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/6763307c8481c-NV9pU0.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/gutenify/core/dist/blocks/advance-slider/style-index.css
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:28:44] [class-ss-page.php:119] Checking Content Identical:bfb1c8850763a305d91df56f43961745c2da7494===. Value: FALSE
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/plugins/gutenify/core/assets/css/lib/swiper-bundle.min.css
[2024-12-18 20:28:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 656
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/6763307caeb3d-UlLRap.tmp
[2024-12-18 20:28:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/plugins/gutenify/core/assets/css/lib/swiper-bundle.min.css?simply_static_page=643
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/plugins/gutenify/core/assets/css/lib/swiper-bundle.min.css?simply_static_page=643
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:103] Filesize: 13934 bytes
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/gutenify/core/assets/css/lib/swiper-bundle.min.css
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/6763307caeb3d-UlLRap.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/plugins/gutenify/core/assets/css/lib/swiper-bundle.min.css
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:28:44] [class-ss-page.php:119] Checking Content Identical:efac6d5e2e77579229edcf3eca3584e8a40f2822===. Value: FALSE
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/17
[2024-12-18 20:28:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 656
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/17
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-includes/blocks/image/style.min.css
[2024-12-18 20:28:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 656
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/6763307cdd47e-EWSYai.tmp
[2024-12-18 20:28:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-includes/blocks/image/style.min.css?simply_static_page=645
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-includes/blocks/image/style.min.css?simply_static_page=645
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:103] Filesize: 7049 bytes
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/blocks/image/style.min.css
[2024-12-18 20:28:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/6763307cdd47e-EWSYai.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-includes/blocks/image/style.min.css
[2024-12-18 20:28:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:28:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:28:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:28:45] [class-ss-page.php:119] Checking Content Identical:105a2ff003b77aefd61ecfb419b4690caa4c47bc===. Value: FALSE
[2024-12-18 20:28:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/19
[2024-12-18 20:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 656
[2024-12-18 20:28:45] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/19
[2024-12-18 20:28:45] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-18 20:28:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/principal/wa.link/zfai6z
[2024-12-18 20:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 656
[2024-12-18 20:28:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/6763307d19687-PmW21s.tmp
[2024-12-18 20:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/principal/wa.link/zfai6z?simply_static_page=647
[2024-12-18 20:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/principal/wa.link/zfai6z?simply_static_page=647
[2024-12-18 20:29:01] [class-ss-url-fetcher.php:103] Filesize: 74464 bytes
[2024-12-18 20:29:01] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-12-18 20:29:01] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-12-18 20:29:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/6763308d2e559-EbJl2I.tmp
[2024-12-18 20:29:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/principal/wa.link/zfai6z
[2024-12-18 20:29:08] [class-ss-url-fetcher.php:103] Filesize: 74464 bytes
[2024-12-18 20:29:08] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-12-18 20:29:08] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-12-18 20:29:08] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/9
[2024-12-18 20:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 656
[2024-12-18 20:29:08] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/9
[2024-12-18 20:29:08] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-18 20:29:08] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/promociones/wa.link/5aabve
[2024-12-18 20:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 656
[2024-12-18 20:29:08] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/67633094d8b9d-VhQaJs.tmp
[2024-12-18 20:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/promociones/wa.link/5aabve?simply_static_page=649
[2024-12-18 20:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/promociones/wa.link/5aabve?simply_static_page=649
[2024-12-18 20:29:13] [class-ss-url-fetcher.php:103] Filesize: 74464 bytes
[2024-12-18 20:29:13] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-12-18 20:29:13] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-12-18 20:29:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/6763309982147-CrsLcX.tmp
[2024-12-18 20:29:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/promociones/wa.link/5aabve
[2024-12-18 20:29:18] [class-ss-url-fetcher.php:103] Filesize: 74464 bytes
[2024-12-18 20:29:18] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-12-18 20:29:18] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-12-18 20:29:18] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/promociones/wa.link/bk9t2f
[2024-12-18 20:29:18] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 656
[2024-12-18 20:29:18] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:29:18] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/6763309ed44d4-m9sVK4.tmp
[2024-12-18 20:29:18] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/promociones/wa.link/bk9t2f?simply_static_page=650
[2024-12-18 20:29:18] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/promociones/wa.link/bk9t2f?simply_static_page=650
[2024-12-18 20:29:25] [class-ss-url-fetcher.php:103] Filesize: 74464 bytes
[2024-12-18 20:29:25] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-12-18 20:29:25] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-12-18 20:29:25] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/676330a540f59-Yem4Im.tmp
[2024-12-18 20:29:25] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/promociones/wa.link/bk9t2f
[2024-12-18 20:29:30] [class-ss-url-fetcher.php:103] Filesize: 74464 bytes
[2024-12-18 20:29:30] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-12-18 20:29:30] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-12-18 20:29:30] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 600 of 656 pages/files
[2024-12-18 20:29:30] [class-ss-archive-creation-job.php:212] We're not done with the fetch_urls task yet
[2024-12-18 20:29:34] [class-ss-archive-creation-job.php:172] Current task: fetch_urls
[2024-12-18 20:29:34] [class-ss-archive-creation-job.php:182] Performing task: fetch_urls
[2024-12-18 20:29:34] [class-ss-fetch-urls-task.php:69] Total pages: 673; Pages remaining: 23
[2024-12-18 20:29:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/promociones/wa.link/b293ai
[2024-12-18 20:29:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 673
[2024-12-18 20:29:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:29:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/676330aea311d-6qaGxJ.tmp
[2024-12-18 20:29:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/promociones/wa.link/b293ai?simply_static_page=651
[2024-12-18 20:29:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/promociones/wa.link/b293ai?simply_static_page=651
[2024-12-18 20:29:39] [class-ss-url-fetcher.php:103] Filesize: 74464 bytes
[2024-12-18 20:29:39] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-12-18 20:29:39] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-12-18 20:29:39] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/676330b35a05e-3WP4hq.tmp
[2024-12-18 20:29:39] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/promociones/wa.link/b293ai
[2024-12-18 20:29:44] [class-ss-url-fetcher.php:103] Filesize: 74464 bytes
[2024-12-18 20:29:44] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-12-18 20:29:44] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-12-18 20:29:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/promociones/wa.link/5pf3i9
[2024-12-18 20:29:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 673
[2024-12-18 20:29:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:29:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/676330b8cddb2-UTRnMz.tmp
[2024-12-18 20:29:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/promociones/wa.link/5pf3i9?simply_static_page=652
[2024-12-18 20:29:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/promociones/wa.link/5pf3i9?simply_static_page=652
[2024-12-18 20:29:51] [class-ss-url-fetcher.php:103] Filesize: 74464 bytes
[2024-12-18 20:29:51] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-12-18 20:29:51] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-12-18 20:29:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/676330bf14ec5-KdvwBO.tmp
[2024-12-18 20:29:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/promociones/wa.link/5pf3i9
[2024-12-18 20:29:57] [class-ss-url-fetcher.php:103] Filesize: 74464 bytes
[2024-12-18 20:29:57] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-12-18 20:29:57] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-12-18 20:29:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-content/uploads/2024/12/375_375.jpeg
[2024-12-18 20:29:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 673
[2024-12-18 20:29:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:29:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/676330c5a2a35-yd3NjL.tmp
[2024-12-18 20:29:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/wp-content/uploads/2024/12/375_375.jpeg?simply_static_page=653
[2024-12-18 20:29:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/wp-content/uploads/2024/12/375_375.jpeg?simply_static_page=653
[2024-12-18 20:29:57] [class-ss-url-fetcher.php:103] Filesize: 27911 bytes
[2024-12-18 20:29:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-18 20:29:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/375_375.jpeg
[2024-12-18 20:29:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/676330c5a2a35-yd3NjL.tmp to C:\xampp\htdocs\peliculas_copauyuni/wp-content/uploads\simply-static\temp-files/simply-static-1-1734553479/wp-content/uploads/2024/12/375_375.jpeg
[2024-12-18 20:29:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-18 20:29:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-18 20:29:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-18 20:29:57] [class-ss-page.php:119] Checking Content Identical:67d16816898e2f4975a44e58b34779467870886f===. Value: FALSE
[2024-12-18 20:29:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/promociones/wa.link/ckhru8
[2024-12-18 20:29:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 673
[2024-12-18 20:29:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-18 20:29:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/676330c5dd33e-jYt9VX.tmp
[2024-12-18 20:29:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/peliculas_copauyuni/promociones/wa.link/ckhru8?simply_static_page=654
[2024-12-18 20:29:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/promociones/wa.link/ckhru8?simply_static_page=654
[2024-12-18 20:30:04] [class-ss-url-fetcher.php:103] Filesize: 74464 bytes
[2024-12-18 20:30:04] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-12-18 20:30:04] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-12-18 20:30:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/676330cc0a0ca-a3s2Pj.tmp
[2024-12-18 20:30:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/peliculas_copauyuni/promociones/wa.link/ckhru8
[2024-12-18 20:30:10] [class-ss-url-fetcher.php:103] Filesize: 74464 bytes
[2024-12-18 20:30:10] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-12-18 20:30:10] [class-ss-url-fetcher.php:147] We weren't able to establish a filename; deleting temp file
[2024-12-18 20:30:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/21
[2024-12-18 20:30:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 673
[2024-12-18 20:30:10] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/21
[2024-12-18 20:30:10] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-18 20:30:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/32
[2024-12-18 20:30:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 673
[2024-12-18 20:30:10] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/peliculas_copauyuni/wp-json/wp/v2/pages/32
[2024-12-18 20:30:10] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
